SPOT_NM,DO_NM,CTY_NM,ADRES
고촉사,대전광역시,중구,대전광역시 중구 문화동 18-1
닭바위샘터,강원도,홍천군,강원도 홍천군 홍천읍 갈마곡리67-13
약사전,강원도,횡성군,강원도 횡성군 서원면 
약물내기샘터,강원도,영월군,강원도 영월군 영월읍 방절리
옥수정샘터,강원도,영월군,강원도 영월군 상동읍 천평리
선령샘터,,,강원도 영월군 중동면 녹전리  
옥동샘터,강원도,영월군,강원도 영월군 김삿갓면 
마차샘터,강원도,영월군,강원도 영월군 북면 
우무골샘터,강원도,영월군,강원도 영월군 북면 
장충샘터,강원도,영월군,강원도 영월군 주천면 
꽃바위샘터,강원도,영월군,강원도 영월군 무릉도원면 도원리
속달,경기도,군포시,경기도 군포시 속달동 3-1
장수,경기도,군포시,경기도 군포시 당동 48-1
당너머,경기도,군포시,경기도 군포시 당동 39-31
만의사,,,경기도 화성시 동탄면 중리 산 133  113
명심근린공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 2316
장산,부산광역시,남구,부산광역시 남구 용호동 101
장군묘,부산광역시,남구,부산광역시 남구 용호동 113-2
장자산,부산광역시,남구,부산광역시 남구 용호동 30-1
이기대큰고개,부산광역시,남구,부산광역시 남구 용호동 138-1
이기대,부산광역시,남구,부산광역시 남구 용호동 29
용소약수터,부산광역시,기장군,부산광역시 기장군 기장읍 10
불광산약수터,부산광역시,기장군,부산광역시 기장군 장안읍 53-1
만리산약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
조기약수터,부산광역시,동구,부산광역시 동구 수정동 65-121
감나무골약수터,부산광역시,동구,부산광역시 동구 수정동 23
청조약수터,부산광역시,동구,부산광역시 동구 수정동 37
수정샘약수터,부산광역시,동구,부산광역시 동구 초량동 29
만수약수터,부산광역시,동구,부산광역시 동구 초량동 26
새구봉천약수터,부산광역시,동구,부산광역시 동구 초량동 34-1
백운사약수터,부산광역시,동구,부산광역시 동구 수정동 17
물망골2,부산광역시,금정구,부산광역시 금정구 구서동 4-8
용머리,부산광역시,금정구,부산광역시 금정구 구서동 4-8
제일,부산광역시,금정구,부산광역시 금정구 서동 1
서곡,부산광역시,금정구,부산광역시 금정구 서동 103
서천,부산광역시,금정구,부산광역시 금정구 금사동 544
양묘장약수터,경기도,광명시,경기도 광명시 하안동 69-4
자은본동,경상남도,창원시진해구,경상남도 창원시진해구 1-1
만날제,경상남도,창원시마산합포구,경상남도 창원시마산합포구 695
안정사,경상남도,통영시,경상남도 통영시 광도면 1888
미륵등,경상남도,통영시,경상남도 통영시 산양읍 202-1
약천,경상남도,통영시,경상남도 통영시 미수동 65-2
보현산옹달샘,충청북도,음성군,충청북도 음성군 음성읍 173-12
별산댕이옹달샘,충청북도,음성군,충청북도 음성군 금왕읍 449
자라바위약수터,충청북도,음성군,충청북도 음성군 원남면 2-2
기촌약수터,충청북도,단양군,충청북도 단양군 단양읍 355-1
냉천약수터,충청북도,단양군,충청북도 단양군 단성면 장회리21-7
평동약수터,충청북도,단양군,충청북도 단양군 매포읍 103-4
초정공원,충청북도,청주시청원구,충청북도 청주시청원구 853-11
봉화산,전라남도,순천시,전라남도 순천시 서면 238
망용,전라남도,순천시,전라남도 순천시 월등면 137-1
저전6통,전라남도,순천시,전라남도 순천시 저전동 299-2
저전7통,전라남도,순천시,전라남도 순천시 저전동 311-1
불갑파출소,전라남도,영광군,전라남도 영광군 불갑면 421-3
남산,경상북도,경주시,경상북도 경주시 남산동 36-1
오동수,경상북도,경주시,경상북도 경주시 진현동 86-1
성지골,경상북도,경주시,경상북도 경주시 용강동 52
지경터,경상북도,영주시,경상북도 영주시 봉현면 1-1
남장사약수터,경상북도,상주시,경상북도 상주시 남장동 63-2
남양,경기도,남양주시,경기도 남양주시 호평동 73-1
백봉산,경기도,남양주시,경기도 남양주시 평내동 118
청수대,경기도,남양주시,경기도 남양주시 평내동 82
무대,경기도,남양주시,경기도 남양주시 금곡동 126-1
양골,경기도,남양주시,경기도 남양주시 금곡동 194-1
지경터,경상북도,영주시,경상북도 영주시 봉현면 1-1
남장사약수터,경상북도,상주시,경상북도 상주시 남장동 63-2
대전리약수터,경상북도,상주시,경상북도 상주시 외서면 194
지산리약수터,경상북도,상주시,경상북도 상주시 이안면 82
조곡약수터,경상북도,문경시,경상북도 문경시 문경읍 상초리
조령약수터,경상북도,문경시,경상북도 문경시 문경읍 
마지막골약수터,경상북도,문경시,경상북도 문경시 불정동 339-8
돈달약수터,경상북도,문경시,경상북도 문경시 점촌동 15-10
신라샘2,강원도,속초시,강원도 속초시 조양동 399-1
싸리재샘,강원도,속초시,강원도 속초시 조양동 399-2
양리샘터,강원도,삼척시,강원도 삼척시 근덕면 232-3
석화산샘터,강원도,홍천군,강원도 홍천군 홍천읍 희망리31
매봉산1,경기도,화성시,경기도 화성시 송산면 65-2
매봉산2,경기도,화성시,경기도 화성시 송산면 65-2
매봉산4,경기도,화성시,경기도 화성시 송산면 47
도토리,경기도,파주시,경기도 파주시 문산읍 366
안용주골,경기도,파주시,경기도 파주시 파주읍 82-1
대능,경기도,파주시,경기도 파주시 법원읍 1-1
천현,경기도,파주시,경기도 파주시 법원읍 376-1
율곡,경기도,파주시,경기도 파주시 법원읍 5
등정골,경기도,파주시,경기도 파주시 월롱면 121
묘지,경기도,파주시,경기도 파주시 광탄면 3-4
두포,경기도,파주시,경기도 파주시 파평면 덕천리395
새일,경기도,파주시,경기도 파주시 파평면 덕천리86
감투봉,경기도,군포시,경기도 군포시 산본동 119
피크닉장,경기도,군포시,경기도 군포시 산본동 840-143
산딸기,경기도,군포시,경기도 군포시 산본동 840-156
열림약수터,경기도,수원시영통구,경기도 수원시영통구 이의동 1043
혜령약수터,경기도,수원시영통구,경기도 수원시영통구 이의동 120-21
사색약수터,경기도,수원시영통구,경기도 수원시영통구 이의동 107-4
광교중앙약수터,경기도,수원시영통구,경기도 수원시영통구 이의동 127-8
용왕샘터,강원도,춘천시,강원도 춘천시 신북읍 2
생수가든,강원도,춘천시,강원도 춘천시 삼천동 60-1
구사약수,강원도,원주시,강원도 원주시 귀래면 154
우두산샘물,강원도,원주시,강원도 원주시 우산동 7
현충탑약수터,강원도,원주시,강원도 원주시 태장동 124-4
보현사약수터,강원도,원주시,강원도 원주시 태장동 191
구룡골약수,강원도,원주시,강원도 원주시 태장동 19
국형사약수,강원도,원주시,강원도 원주시 행구동 98
밤나무골약수,강원도,원주시,강원도 원주시 봉산동 96-2
경월샘터,강원도,강릉시,강원도 강릉시 회산동 81
회산샘터,강원도,강릉시,강원도 강릉시 회산동 236
상원사샘터,강원도,평창군,강원도 평창군 진부면 
물안이골샘터,강원도,정선군,강원도 정선군 고한읍 
신정,경기도,의정부시,경기도 의정부시 의정부동 11-6
바위샘,경기도,의정부시,경기도 의정부시 장암동 82-1
수락산계곡,경기도,의정부시,경기도 의정부시 장암동 19-1
수락산,경기도,의정부시,경기도 의정부시 장암동 19-2
만가대,경기도,의정부시,경기도 의정부시 용현동 61
북부출장소,경기도,의정부시,경기도 의정부시 호원동 119-151
회룡샘,경기도,의정부시,경기도 의정부시 호원동 304
천보,경기도,의정부시,경기도 의정부시 금오동 45-1
용암,경기도,의정부시,경기도 의정부시 호원동 304
닭바위샘터,강원도,홍천군,강원도 홍천군 홍천읍 갈마곡리67-13
약사전,강원도,횡성군,강원도 횡성군 서원면 
약물내기샘터,강원도,영월군,강원도 영월군 영월읍 방절리
옥수정샘터,강원도,영월군,강원도 영월군 상동읍 천평리
국민주택,강원도,동해시,강원도 동해시 망상동 
연화산,강원도,태백시,강원도 태백시 황지동 1
한마음,강원도,태백시,강원도 태백시 황지동 15-1
마을,강원도,태백시,강원도 태백시 황지동 5-1
초당골,강원도,태백시,강원도 태백시 황지동 1-8
너덜,강원도,태백시,강원도 태백시 하사미동 7-2
절골,강원도,태백시,강원도 태백시 하사미동 5-1
오름뫼,강원도,태백시,강원도 태백시 황지동 1-8
용정수,강원도,태백시,강원도 태백시 소도동 321-1
계량촌,강원도,태백시,강원도 태백시 장성동 17-4
문화동골,강원도,태백시,강원도 태백시 동점동 6-5
메밀뜰,강원도,태백시,강원도 태백시 동점동 6-5
건널목,강원도,태백시,강원도 태백시 철암동 3-3
신라샘1,강원도,속초시,강원도 속초시 조양동 399
신라샘2,강원도,속초시,강원도 속초시 조양동 399-1
싸리재샘,강원도,속초시,강원도 속초시 조양동 399-2
양리샘터,강원도,삼척시,강원도 삼척시 근덕면 232-3
원당골,경상남도,통영시,경상남도 통영시 미수동 186-2
선금산,경상남도,통영시,경상남도 통영시 미수동 62
각산,경상남도,사천시,경상남도 사천시 동동 1
대방,경상남도,사천시,경상남도 사천시 대방동 2
계양,경상남도,사천시,경상남도 사천시 사남면 18
산성,경상남도,사천시,경상남도 사천시 사천읍 580-2
중탑,경상남도,사천시,경상남도 사천시 축동면 676-1
봉명산,경상남도,사천시,경상남도 사천시 곤명면 15
서재골(상),경상남도,김해시,경상남도 김해시 동상동 189
영실물,제주특별자치도,서귀포시,제주특별자치도 서귀포시 하원동 
체육공원,부산광역시,남구,부산광역시 남구 문현동 7
문현,부산광역시,남구,부산광역시 남구 문현동 7
중앙늘샘쉽터②,부산광역시,남구,부산광역시 남구 대연동 54-36
냉수욕터,부산광역시,남구,부산광역시 남구 대연동 54-37
안창,부산광역시,남구,부산광역시 남구 대연동 53-19
대연샘,부산광역시,남구,부산광역시 남구 대연동 54-56
아래솔밭,부산광역시,남구,부산광역시 남구 용당동 123-22
용당12통,부산광역시,남구,부산광역시 남구 용당동 401-1
사그막골(1),경기도,과천시,경기도 과천시 문원동 58-9
사그막골(2),경기도,과천시,경기도 과천시 문원동 58-10
매봉(1),경기도,과천시,경기도 과천시 문원동 58-2
매봉(2),경기도,과천시,경기도 과천시 문원동 58-2
문원약수터,경기도,과천시,경기도 과천시 문원동 15
무렛골(상),경기도,포천시,경기도 포천시 신북면 가채리45-11
무렛골(하),경기도,포천시,경기도 포천시 신북면 가채리46-42
